LANGUAGE,English
STR_HINT_7,前往Goisse最快捷方法是乘坐卡车。首先让所有人上车（要吉普车上的人下来，选择那些士兵并按键4-1），然后你可以自己驾驶或者命令你的一个队员作驾驶员。如果是后者，你可以用地图或者直接点击目的地来命令他开向目的地。
STR_HINT_8,你可以使用战斗（Combat）命令来指挥你的队员作战。选择所有的士兵并按3键。
STR_HINT_9,在一些复杂的情况下（比如现在），你可以按Del键（小键盘）切换到战术视角。再次按Del键将回到标准视角。现在你可以用鼠标选择和移动士兵。按住Alt键并点击鼠标可以命令你的队员面向指定的方向。浏览一下指挥菜单——你可以用战斗模式（Combat mode）（7）命令你的士兵卧倒。其他命令我们将在以后介绍。
STR_LOST,Goisse失守
STR_TEAM_5,俄国人正在逃跑，Goisse守住了。
STRM_17n50,Arudy附近的十字路口
STRM_17n51,位于Vigny的宿营地
STRM_17n52,GOISSE
STRM_17n53,Bravo班
STRM_17n54,Alpha班
STRM_17n55,参加城市的防守
STRM_17r01,呼叫Papa Bear，这里是阿姆斯特朗，阿姆斯特朗中尉。嘿，这称呼还真好听。我已就位，但看不到我的部队。完毕。
STRM_17r02a,收到，阿姆斯特朗。A组正从北边往回赶，估计两分钟后到达。
STRM_17r02b,至于B组，呃，我们已经和他们失去联系了。他们最后一次报告的位置是在Arudy发出的，说他们的无线电出了毛病。
STRM_17r02c,我们建议你开一辆吉普车去找他们。Papa Bear完毕
STRM_17r04,阿姆斯特朗呼叫Papa Bear。我班集结完毕，随时待命。完毕。
STRM_17r05,Papa Bear收到。请全速赶往Goisse镇。到达后请向Johnson少校报到，他在野战医院附近。完毕。
STRM_17r06,长官，我已到达Arudy，B组找到了。
STRM_17r07,长官，A组已到达指定地点，待命中，请指示。
STRM_17r12,Papa Bear呼叫阿姆斯特朗。你们究竟在什么位置？Goisse报告说苏联人已经发起进攻了！完毕。
STRM_17r13,Papa Bear，我们正向目标进发，估计两分钟后到达。完毕。
STRM_17r14,A组呼叫Papa Bear。我们，呃，遇到了一些小麻烦。我们正向目标进发。完毕。
STRM_17r15,Papa Bear呼叫A组，Goisse镇就全靠你们了。如果出了什么差错，我们知道该谁负责。完毕。
STRM_17r16,A组二号呼叫Papa Bear。我们已到达指定位置，但没有发现阿姆斯特朗中尉。请指示。完毕。
STRM_17r17,A组二号，原地待命。A组一号注意，立刻报告你们的位置。阿姆斯特朗中尉，立刻带领你的队伍赶到集合点！
STRM_17r18,明白！
STRM_17r19,A组二号呼叫Papa Bear。我们还在继续原地待命，请指示。完毕。
STRM_17r20,收到。A组二号，建议你们继续前进到Goisse镇。阿姆斯特朗中尉，请立刻到Goisse镇的Johnson少校处报到！
STRM_17r23,Papa Bear呼叫阿姆斯特朗。你到底想到哪里去？立刻回到你的位置上！完毕。
STRM_17v03,长官！A组前来报到！
STRM_17v08a,你们终于来了！我们都几乎放弃了！看样子俄国人要开始进攻了。
STRM_17v08b,现在跟我来，我带你们去你们的位置。
STRM_17v09,长官，阿姆斯特朗中尉前来报到！
STRM_17v10,我们打算从东北方向，沿着公路发起一次进攻。侦察队报告发现他们有一辆BMP。中尉，你们将负责防守这一面侧翼，我和Delta班将在另一面。
STRM_17v11,喂，这里看起来像是Goisse镇，我们终于到了。
STRM_17v21,中尉先生，看在上帝的份上，你的手下都跑哪去了？
STRM_17v22,他们……呃……可能还在路上，我想。……对不起，长官。
STRM_17v24,中尉，你刚才究竟跑到哪里去了？立刻回到你的位置上！
STRM_17v25,感谢上帝，你们终于来了！阿姆斯特朗，我们可以随时发起进攻了。现在快跟我来！
STRM_17v26,看起来Ivan打算从东北方向进攻我们。你们立刻找好掩体，等我的信号。
STRM_17v27,长官，阿姆斯特朗中尉前来报到！
STRM_17v28,发现敌情！全体单位注意，战斗准备！
STRM_17v29,干得好，中尉！如果你带回来的情报是可靠的话，在我们制定进攻Everon的作战计划时，它将成为一柄利剑。
STRM_17v30,长官，我坚信情报是可靠的。
STRM_17v31,很好。现在我希望你能带领一支队伍打一个反击，所以首先我们需要给你分配一个班的士兵。
STRM_17v32,有两队士兵分散在此地的东北方向，你的任务是前往Arudy的十字路口，并将他们集结起来。然后前往Goisse镇附近，加入Johnson少校的部队，并协助他们击退敌人的进攻——这个镇子即将受到猛烈的攻击。
STRM_17v33,是，长官！
